"Date","Price","Open","High","Low","Vol.","Change %"
"2023-04-14","2,099.98","2,012.12","2,127.56","2,009.53","957.03K","4.37%"
"2023-04-13","2,012.11","1,916.59","2,018.73","1,899.96","721.56K","4.98%"
"2023-04-12","1,916.58","1,889.86","1,930.46","1,857.35","669.43K","1.41%"
"2023-04-11","1,889.86","1,910.35","1,935.75","1,884.64","428.26K","-1.07%"
"2023-04-10","1,910.36","1,858.90","1,916.53","1,847.39","457.41K","2.77%"
"2023-04-09","1,858.90","1,848.93","1,871.87","1,825.60","306.40K","0.54%"
"2023-04-08","1,848.93","1,863.45","1,879.11","1,847.72","207.67K","-0.78%"
"2023-04-07","1,863.46","1,872.35","1,882.56","1,844.43","298.77K","-0.47%"
"2023-04-06","1,872.35","1,908.95","1,908.95","1,855.89","420.80K","-1.92%"
"2023-04-05","1,908.96","1,870.52","1,936.10","1,864.64","583.84K","2.05%"
"2023-04-04","1,870.52","1,810.77","1,887.33","1,802.51","658.37K","3.30%"
"2023-04-03","1,810.77","1,795.01","1,838.71","1,764.26","657.58K","0.88%"
"2023-04-02","1,795.01","1,820.78","1,824.32","1,775.81","334.84K","-1.42%"
"2023-04-01","1,820.78","1,821.62","1,840.27","1,811.67","283.39K","-0.05%"
"2023-03-31","1,821.62","1,793.59","1,845.54","1,782.26","579.01K","1.56%"
"2023-03-30","1,793.59","1,793.16","1,828.91","1,766.90","607.74K","0.02%"
"2023-03-29","1,793.27","1,772.64","1,825.01","1,772.64","564.93K","1.16%"
"2023-03-28","1,772.63","1,714.65","1,792.38","1,702.95","561.33K","3.38%"
"2023-03-27","1,714.65","1,773.91","1,780.06","1,691.38","607.00K","-3.35%"
"2023-03-26","1,774.06","1,742.32","1,796.77","1,739.39","371.97K","1.82%"
"2023-03-25","1,742.34","1,749.28","1,761.66","1,714.43","368.84K","-0.40%"
"2023-03-24","1,749.26","1,813.62","1,818.53","1,728.69","602.30K","-3.57%"
"2023-03-23","1,814.08","1,734.32","1,852.48","1,729.38","767.73K","4.59%"
"2023-03-22","1,734.48","1,801.58","1,818.47","1,711.05","933.24K","-3.83%"
"2023-03-21","1,803.54","1,732.32","1,833.12","1,719.55","779.81K","4.11%"
"2023-03-20","1,732.31","1,780.12","1,802.76","1,723.90","716.26K","-2.65%"
"2023-03-19","1,779.47","1,758.70","1,838.84","1,758.66","574.73K","1.18%"
"2023-03-18","1,758.70","1,789.38","1,833.82","1,751.14","763.06K","-1.71%"
"2023-03-17","1,789.38","1,673.76","1,796.74","1,663.67","975.13K","6.90%"
"2023-03-16","1,673.85","1,649.66","1,689.09","1,634.21","660.14K","1.47%"
"2023-03-15","1,649.65","1,700.14","1,716.56","1,614.93","1.02M","-2.97%"
"2023-03-14","1,700.15","1,673.83","1,776.65","1,655.74","1.36M","1.57%"
"2023-03-13","1,673.93","1,580.28","1,690.18","1,565.83","1.30M","5.93%"
"2023-03-12","1,580.24","1,472.08","1,585.09","1,452.33","1.06M","7.42%"
"2023-03-11","1,471.15","1,426.74","1,475.92","1,408.58","1.43M","3.11%"
"2023-03-10","1,426.75","1,437.49","1,437.49","1,371.47","1.01M","-0.82%"
"2023-03-09","1,438.50","1,533.04","1,545.98","1,413.17","764.77K","-6.17%"
"2023-03-08","1,533.04","1,561.79","1,569.70","1,531.28","478.44K","-1.84%"
"2023-03-07","1,561.78","1,565.84","1,580.95","1,536.31","460.10K","-0.26%"
"2023-03-06","1,565.84","1,564.36","1,581.13","1,555.43","322.16K","0.09%"
"2023-03-05","1,564.37","1,566.73","1,587.95","1,556.84","313.01K","-0.15%"
"2023-03-04","1,566.73","1,569.45","1,577.02","1,550.10","247.02K","-0.14%"
"2023-03-03","1,568.89","1,647.86","1,649.19","1,547.61","783.74K","-4.76%"
"2023-03-02","1,647.38","1,666.09","1,677.45","1,620.20","440.63K","-1.12%"
"2023-03-01","1,666.09","1,604.69","1,668.55","1,595.40","497.12K","3.83%"
"2023-02-28","1,604.69","1,633.66","1,646.33","1,598.67","411.49K","-1.77%"
"2023-02-27","1,633.66","1,641.59","1,664.98","1,609.82","458.53K","-0.48%"
"2023-02-26","1,641.60","1,594.66","1,648.77","1,588.65","326.58K","2.94%"
"2023-02-25","1,594.66","1,608.24","1,608.62","1,562.10","309.29K","-0.84%"
"2023-02-24","1,608.24","1,650.52","1,663.82","1,579.68","548.07K","-2.56%"
"2023-02-23","1,650.52","1,643.39","1,678.20","1,630.94","529.75K","0.43%"
"2023-02-22","1,643.39","1,659.41","1,666.39","1,600.79","560.40K","-0.97%"
"2023-02-21","1,659.41","1,703.29","1,716.35","1,637.16","554.52K","-2.58%"
"2023-02-20","1,703.27","1,681.49","1,719.10","1,651.54","478.59K","1.29%"
"2023-02-19","1,681.52","1,691.62","1,722.28","1,670.97","427.00K","-0.60%"
"2023-02-18","1,691.62","1,693.96","1,708.87","1,681.17","283.51K","-0.14%"
"2023-02-17","1,693.96","1,640.66","1,720.06","1,631.92","617.21K","3.25%"
"2023-02-16","1,640.66","1,675.43","1,738.87","1,634.97","894.27K","-2.08%"
"2023-02-15","1,675.43","1,555.45","1,676.94","1,542.80","627.07K","7.71%"
"2023-02-14","1,555.46","1,505.85","1,565.20","1,494.30","705.28K","3.29%"
"2023-02-13","1,505.84","1,515.44","1,525.56","1,464.10","681.85K","-0.63%"
"2023-02-12","1,515.44","1,538.34","1,547.30","1,495.05","302.73K","-1.49%"
"2023-02-11","1,538.34","1,513.12","1,542.64","1,508.07","306.24K","1.62%"
"2023-02-10","1,513.82","1,545.35","1,554.19","1,499.49","523.33K","-2.04%"
"2023-02-09","1,545.35","1,650.97","1,655.96","1,530.98","702.21K","-6.40%"
"2023-02-08","1,650.99","1,671.39","1,694.28","1,631.15","447.57K","-1.22%"
"2023-02-07","1,671.40","1,613.72","1,676.83","1,613.20","481.91K","3.57%"
"2023-02-06","1,613.72","1,629.44","1,657.75","1,606.59","401.03K","-0.96%"
"2023-02-05","1,629.44","1,666.90","1,671.88","1,612.70","435.14K","-2.25%"
"2023-02-04","1,666.90","1,663.78","1,694.58","1,646.11","328.66K","0.19%"
"2023-02-03","1,663.79","1,641.70","1,673.59","1,628.73","489.79K","1.34%"
"2023-02-02","1,641.71","1,642.10","1,710.27","1,632.39","685.27K","-0.02%"
"2023-02-01","1,642.10","1,585.27","1,647.27","1,560.18","505.44K","3.59%"
"2023-01-31","1,585.27","1,566.50","1,602.03","1,562.04","368.94K","1.20%"
"2023-01-30","1,566.50","1,645.97","1,647.25","1,540.25","630.55K","-4.83%"
"2023-01-29","1,645.97","1,572.13","1,657.19","1,566.90","595.67K","4.63%"
"2023-01-28","1,573.07","1,597.61","1,605.96","1,561.24","332.62K","-1.54%"
"2023-01-27","1,597.60","1,602.54","1,620.15","1,560.21","533.75K","-0.31%"
"2023-01-26","1,602.55","1,611.20","1,629.89","1,581.76","552.26K","-0.54%"
"2023-01-25","1,611.20","1,555.97","1,638.97","1,523.71","681.59K","3.54%"
"2023-01-24","1,556.15","1,626.52","1,641.17","1,539.51","493.47K","-4.33%"
"2023-01-23","1,626.53","1,627.04","1,643.82","1,591.90","436.57K","-0.03%"
"2023-01-22","1,627.03","1,626.66","1,662.13","1,609.32","456.36K","0.09%"
"2023-01-21","1,625.53","1,659.96","1,678.27","1,622.89","523.34K","-2.08%"
"2023-01-20","1,659.98","1,551.12","1,662.26","1,543.21","472.15K","6.98%"
"2023-01-19","1,551.62","1,511.35","1,560.70","1,510.65","329.04K","2.67%"
"2023-01-18","1,511.31","1,564.66","1,604.74","1,505.37","801.71K","-3.41%"
"2023-01-17","1,564.67","1,576.94","1,603.32","1,544.45","536.73K","-0.78%"
"2023-01-16","1,576.94","1,552.69","1,598.18","1,526.40","617.00K","1.56%"
"2023-01-15","1,552.69","1,550.05","1,564.34","1,517.40","411.43K","0.17%"
"2023-01-14","1,550.02","1,450.86","1,576.83","1,449.47","1.03M","6.83%"
"2023-01-13","1,450.86","1,416.08","1,463.53","1,401.98","552.05K","2.46%"
"2023-01-12","1,416.08","1,389.84","1,435.95","1,365.78","960.62K","1.89%"
"2023-01-11","1,389.84","1,335.14","1,392.40","1,322.10","509.99K","4.10%"
"2023-01-10","1,335.13","1,320.51","1,344.42","1,316.95","487.24K","1.11%"
"2023-01-09","1,320.51","1,288.39","1,344.39","1,285.97","629.22K","2.49%"
"2023-01-08","1,288.38","1,263.91","1,289.13","1,259.15","231.75K","1.94%"
"2023-01-07","1,263.90","1,269.14","1,270.95","1,261.46","141.94K","-0.41%"
"2023-01-06","1,269.14","1,250.95","1,274.85","1,240.38","369.54K","1.45%"
"2023-01-05","1,250.95","1,256.92","1,259.08","1,242.93","289.49K","-0.47%"
"2023-01-04","1,256.92","1,214.57","1,266.97","1,212.91","504.28K","3.49%"
"2023-01-03","1,214.57","1,213.93","1,219.75","1,206.83","219.98K","0.05%"
"2023-01-02","1,213.93","1,200.52","1,220.76","1,193.77","270.72K","1.12%"
"2023-01-01","1,200.52","1,195.69","1,204.12","1,191.67","126.62K","0.41%"
"2022-12-31","1,195.67","1,200.00","1,207.71","1,193.16","150.20K","-0.34%"
"2022-12-30","1,199.80","1,200.84","1,202.13","1,186.10","285.77K","-0.09%"
"2022-12-29","1,200.84","1,189.99","1,205.34","1,187.19","272.59K","0.91%"
"2022-12-28","1,189.98","1,211.60","1,214.32","1,184.22","407.45K","-1.78%"
"2022-12-27","1,211.60","1,228.22","1,233.15","1,202.02","290.02K","-1.31%"
"2022-12-26","1,227.65","1,218.69","1,230.37","1,213.08","177.66K","0.73%"
"2022-12-25","1,218.69","1,220.46","1,223.82","1,201.20","256.52K","-0.15%"
"2022-12-24","1,220.46","1,220.03","1,226.20","1,214.76","131.51K","0.04%"
"2022-12-23","1,220.03","1,217.59","1,228.46","1,212.97","301.17K","0.20%"
"2022-12-22","1,217.57","1,213.99","1,229.47","1,185.27","383.63K","0.31%"
"2022-12-21","1,213.85","1,217.19","1,218.69","1,205.48","269.18K","-0.28%"
"2022-12-20","1,217.20","1,167.80","1,228.97","1,163.57","497.61K","4.23%"
"2022-12-19","1,167.80","1,182.70","1,194.47","1,152.54","337.02K","-1.26%"
"2022-12-18","1,182.70","1,187.19","1,196.55","1,172.82","272.63K","-0.38%"
"2022-12-17","1,187.18","1,166.70","1,189.21","1,162.76","363.23K","1.75%"
"2022-12-16","1,166.70","1,266.32","1,279.27","1,156.91","829.23K","-7.87%"
"2022-12-15","1,266.32","1,307.29","1,311.07","1,260.89","446.34K","-3.13%"
"2022-12-14","1,307.30","1,320.76","1,348.43","1,302.76","614.31K","-1.02%"
"2022-12-13","1,320.76","1,275.49","1,345.07","1,255.82","717.71K","3.59%"
"2022-12-12","1,275.02","1,263.42","1,278.37","1,241.45","395.62K","0.92%"
"2022-12-11","1,263.42","1,266.36","1,282.86","1,258.53","192.46K","-0.25%"
"2022-12-10","1,266.62","1,262.88","1,281.24","1,260.05","193.32K","0.30%"
"2022-12-09","1,262.86","1,280.29","1,291.11","1,257.00","437.55K","-1.36%"
"2022-12-08","1,280.29","1,231.04","1,289.87","1,223.27","447.07K","4.00%"
"2022-12-07","1,231.04","1,271.24","1,275.30","1,221.10","422.12K","-3.16%"
"2022-12-06","1,271.26","1,259.56","1,273.92","1,243.66","342.16K","0.93%"
"2022-12-05","1,259.56","1,279.21","1,303.92","1,248.69","430.54K","-1.58%"
"2022-12-04","1,279.74","1,240.46","1,284.24","1,240.14","344.96K","3.17%"
"2022-12-03","1,240.46","1,295.69","1,302.61","1,237.81","373.79K","-4.26%"
"2022-12-02","1,295.69","1,276.05","1,295.80","1,266.16","393.37K","1.54%"
"2022-12-01","1,276.05","1,294.40","1,295.82","1,263.58","453.59K","-1.42%"
"2022-11-30","1,294.41","1,216.54","1,304.97","1,213.44","858.51K","6.40%"
"2022-11-29","1,216.55","1,167.73","1,226.35","1,159.72","549.93K","4.18%"
"2022-11-28","1,167.73","1,193.38","1,199.06","1,151.98","518.17K","-2.15%"
"2022-11-27","1,193.38","1,205.17","1,222.83","1,191.09","306.64K","-0.98%"
"2022-11-26","1,205.15","1,198.12","1,229.20","1,196.93","413.09K","0.59%"
"2022-11-25","1,198.12","1,203.77","1,204.75","1,172.63","426.96K","-0.47%"
"2022-11-24","1,203.77","1,185.70","1,217.38","1,180.91","544.83K","1.52%"
"2022-11-23","1,185.79","1,139.74","1,189.17","1,128.53","688.96K","4.04%"
"2022-11-22","1,139.74","1,107.46","1,141.58","1,077.85","815.18K","2.91%"
"2022-11-21","1,107.46","1,142.88","1,143.96","1,081.96","981.81K","-3.10%"
"2022-11-20","1,142.88","1,217.65","1,226.14","1,135.57","564.89K","-6.14%"
"2022-11-19","1,217.65","1,208.92","1,231.15","1,207.34","225.46K","0.86%"
"2022-11-18","1,207.31","1,206.99","1,225.39","1,201.47","388.69K","0.18%"
"2022-11-17","1,205.17","1,206.16","1,227.73","1,185.58","567.61K","-0.08%"
"2022-11-16","1,206.16","1,253.45","1,267.62","1,188.76","705.31K","-3.77%"
"2022-11-15","1,253.45","1,242.64","1,289.21","1,235.39","686.18K","0.87%"
"2022-11-14","1,242.64","1,221.47","1,289.01","1,175.42","1.01M","1.73%"
"2022-11-13","1,221.47","1,256.29","1,274.24","1,205.61","597.25K","-2.77%"
"2022-11-12","1,256.29","1,288.71","1,291.39","1,239.34","602.58K","-2.51%"
"2022-11-11","1,288.63","1,299.21","1,307.16","1,203.04","1.45M","-0.81%"
"2022-11-10","1,299.15","1,100.86","1,346.92","1,089.01","2.19M","18.01%"
"2022-11-09","1,100.84","1,335.26","1,337.19","1,076.29","2.92M","-17.56%"
"2022-11-08","1,335.25","1,567.54","1,576.10","1,241.18","2.87M","-14.82%"
"2022-11-07","1,567.57","1,570.71","1,608.06","1,547.29","719.30K","-0.21%"
"2022-11-06","1,570.86","1,626.86","1,637.44","1,565.79","464.26K","-3.45%"
"2022-11-05","1,627.07","1,645.03","1,664.42","1,623.48","404.02K","-1.09%"
"2022-11-04","1,645.01","1,531.06","1,666.17","1,528.60","1.07M","7.44%"
"2022-11-03","1,531.08","1,518.99","1,558.75","1,515.75","631.90K","0.79%"
"2022-11-02","1,519.04","1,579.59","1,618.82","1,503.29","1.14M","-3.84%"
"2022-11-01","1,579.64","1,572.89","1,609.10","1,564.69","593.31K","0.43%"
"2022-10-31","1,572.89","1,590.47","1,634.17","1,550.72","938.65K","-1.11%"
"2022-10-30","1,590.47","1,619.67","1,638.60","1,577.35","542.49K","-1.80%"
"2022-10-29","1,619.69","1,554.47","1,660.13","1,548.83","1.05M","4.20%"
"2022-10-28","1,554.47","1,514.14","1,572.66","1,489.99","966.35K","2.66%"
"2022-10-27","1,514.19","1,566.18","1,575.90","1,508.24","1.02M","-3.32%"
"2022-10-26","1,566.16","1,459.60","1,590.23","1,458.61","1.43M","7.30%"
"2022-10-25","1,459.60","1,343.88","1,522.06","1,335.38","1.28M","8.61%"
"2022-10-24","1,343.88","1,364.19","1,369.35","1,324.25","665.58K","-1.47%"
"2022-10-23","1,363.92","1,313.64","1,370.91","1,301.80","473.61K","3.83%"
"2022-10-22","1,313.64","1,299.76","1,318.84","1,294.61","244.20K","1.07%"
"2022-10-21","1,299.76","1,282.87","1,306.27","1,257.83","525.54K","1.32%"
"2022-10-20","1,282.87","1,285.33","1,310.47","1,272.79","483.19K","-0.19%"
"2022-10-19","1,285.32","1,310.81","1,313.46","1,282.44","406.74K","-1.94%"
"2022-10-18","1,310.81","1,331.40","1,341.21","1,287.58","625.85K","-1.53%"
"2022-10-17","1,331.12","1,305.95","1,338.39","1,296.45","498.15K","1.93%"
"2022-10-16","1,305.95","1,274.93","1,314.52","1,274.66","333.15K","2.46%"
"2022-10-15","1,274.57","1,296.74","1,301.48","1,264.86","321.11K","-1.71%"
"2022-10-14","1,296.74","1,287.33","1,342.01","1,284.08","734.03K","0.73%"
"2022-10-13","1,287.34","1,294.56","1,299.74","1,196.63","1.09M","-0.56%"
"2022-10-12","1,294.57","1,279.97","1,304.45","1,275.77","418.57K","1.14%"
"2022-10-11","1,279.97","1,290.00","1,297.59","1,269.35","498.63K","-0.78%"
"2022-10-10","1,290.04","1,323.17","1,337.58","1,288.68","451.44K","-2.52%"
"2022-10-09","1,323.41","1,315.08","1,328.55","1,308.15","210.50K","0.64%"
"2022-10-08","1,315.05","1,331.07","1,336.69","1,304.08","227.70K","-1.20%"
"2022-10-07","1,330.99","1,352.17","1,361.26","1,319.17","574.76K","-1.57%"
"2022-10-06","1,352.27","1,352.07","1,383.02","1,347.78","680.65K","0.01%"
"2022-10-05","1,352.07","1,361.51","1,364.03","1,317.58","564.42K","-0.69%"
"2022-10-04","1,361.48","1,323.37","1,367.30","1,318.87","550.05K","2.88%"
"2022-10-03","1,323.41","1,277.02","1,329.16","1,266.86","604.19K","3.74%"
"2022-10-02","1,275.74","1,311.80","1,317.41","1,272.38","432.45K","-2.75%"
"2022-10-01","1,311.80","1,328.73","1,333.61","1,303.22","293.02K","-1.27%"
"2022-09-30","1,328.73","1,336.05","1,372.44","1,316.62","866.63K","-0.55%"
"2022-09-29","1,336.08","1,337.34","1,351.61","1,289.66","871.66K","-0.10%"
"2022-09-28","1,337.37","1,328.23","1,354.75","1,261.29","1.08M","0.69%"
"2022-09-27","1,328.23","1,337.07","1,399.67","1,305.49","1.00M","-0.66%"
"2022-09-26","1,337.06","1,294.24","1,339.17","1,279.71","1.05M","3.31%"
"2022-09-25","1,294.26","1,317.01","1,335.73","1,271.87","579.09K","-1.73%"
"2022-09-24","1,317.00","1,327.91","1,348.91","1,307.96","559.42K","-0.83%"
"2022-09-23","1,327.96","1,326.12","1,356.74","1,264.91","1.16M","0.11%"
"2022-09-22","1,326.44","1,247.64","1,346.38","1,237.96","1.11M","6.31%"
"2022-09-21","1,247.74","1,323.34","1,388.38","1,222.29","1.39M","-5.71%"
"2022-09-20","1,323.33","1,375.96","1,384.39","1,315.03","765.14K","-3.83%"
"2022-09-19","1,376.00","1,334.82","1,391.50","1,284.50","1.11M","3.07%"
"2022-09-18","1,335.01","1,468.76","1,469.21","1,327.21","934.28K","-9.11%"
"2022-09-17","1,468.79","1,434.01","1,475.05","1,409.65","483.78K","2.43%"
"2022-09-16","1,434.01","1,472.63","1,483.43","1,410.90","829.01K","-2.62%"
"2022-09-15","1,472.64","1,637.89","1,653.55","1,461.16","1.66M","-10.09%"
"2022-09-14","1,637.92","1,574.41","1,646.09","1,556.97","858.28K","4.03%"
"2022-09-13","1,574.47","1,716.45","1,751.50","1,562.30","1.30M","-8.27%"
"2022-09-12","1,716.42","1,766.99","1,782.74","1,694.08","727.78K","-2.86%"
"2022-09-11","1,766.93","1,774.38","1,786.73","1,722.62","467.42K","-0.42%"
"2022-09-10","1,774.38","1,718.84","1,788.10","1,707.81","470.19K","3.23%"
"2022-09-09","1,718.81","1,635.33","1,743.47","1,631.17","969.87K","5.14%"
"2022-09-08","1,634.85","1,629.63","1,660.56","1,595.90","772.84K","0.33%"
"2022-09-07","1,629.51","1,557.85","1,657.05","1,493.19","976.59K","4.60%"
"2022-09-06","1,557.85","1,617.40","1,686.23","1,556.09","1.18M","-3.66%"
"2022-09-05","1,617.07","1,578.90","1,628.77","1,557.66","571.75K","2.42%"
"2022-09-04","1,578.89","1,557.35","1,580.81","1,541.16","339.06K","1.37%"
"2022-09-03","1,557.55","1,575.31","1,581.37","1,535.98","378.79K","-1.13%"
"2022-09-02","1,575.34","1,585.55","1,647.50","1,547.68","1.04M","-0.64%"
"2022-09-01","1,585.48","1,554.57","1,597.48","1,514.75","823.90K","1.95%"
"2022-08-31","1,555.12","1,523.39","1,617.09","1,523.39","1.07M","2.09%"
"2022-08-30","1,523.34","1,552.56","1,605.30","1,475.68","1.14M","-1.88%"
"2022-08-29","1,552.60","1,426.25","1,559.46","1,424.33","931.76K","8.86%"
"2022-08-28","1,426.25","1,490.88","1,507.92","1,424.69","633.35K","-4.33%"
"2022-08-27","1,490.83","1,508.32","1,518.14","1,449.31","866.82K","-1.14%"
"2022-08-26","1,508.08","1,695.38","1,703.32","1,490.67","1.34M","-11.05%"
"2022-08-25","1,695.37","1,656.64","1,720.84","1,654.77","677.67K","2.34%"
"2022-08-24","1,656.64","1,665.30","1,691.25","1,606.06","827.20K","-0.50%"
"2022-08-23","1,664.89","1,626.70","1,672.63","1,564.37","1.05M","2.34%"
"2022-08-22","1,626.75","1,618.21","1,627.13","1,531.91","1.04M","0.53%"
"2022-08-21","1,618.25","1,575.61","1,644.88","1,563.92","852.07K","2.71%"
"2022-08-20","1,575.60","1,609.01","1,654.84","1,525.51","1.01M","-2.11%"
"2022-08-19","1,609.48","1,846.52","1,846.97","1,607.60","1.59M","-12.84%"
"2022-08-18","1,846.51","1,834.19","1,880.22","1,822.04","675.27K","0.67%"
"2022-08-17","1,834.18","1,876.69","1,956.54","1,821.00","1.10M","-2.27%"
"2022-08-16","1,876.70","1,900.08","1,914.06","1,856.44","725.78K","-1.24%"
"2022-08-15","1,900.25","1,935.10","2,012.02","1,873.70","1.09M","-1.80%"
"2022-08-14","1,935.10","1,983.52","2,028.40","1,909.19","662.15K","-2.44%"
"2022-08-13","1,983.50","1,957.62","2,018.97","1,946.65","798.08K","1.32%"
"2022-08-12","1,957.63","1,880.30","1,961.83","1,856.64","834.69K","4.11%"
"2022-08-11","1,880.28","1,853.50","1,931.06","1,850.72","1.31M","1.45%"
"2022-08-10","1,853.46","1,702.80","1,881.39","1,657.78","1.52M","8.85%"
"2022-08-09","1,702.80","1,778.15","1,789.55","1,668.79","960.58K","-4.25%"
"2022-08-08","1,778.42","1,700.26","1,813.45","1,694.69","951.02K","4.59%"
"2022-08-07","1,700.29","1,690.29","1,728.97","1,669.39","530.48K","0.59%"
"2022-08-06","1,690.27","1,737.66","1,749.33","1,687.74","696.11K","-2.73%"
"2022-08-05","1,737.71","1,607.00","1,740.33","1,605.71","1.21M","8.14%"
"2022-08-04","1,606.94","1,618.07","1,661.15","1,581.18","881.56K","-0.69%"
"2022-08-03","1,618.08","1,631.46","1,682.23","1,591.60","906.08K","-0.82%"
"2022-08-02","1,631.48","1,630.07","1,675.51","1,560.17","1.25M","0.08%"
"2022-08-01","1,630.10","1,679.98","1,702.81","1,607.29","959.53K","-2.97%"
"2022-07-31","1,680.00","1,695.99","1,752.94","1,667.41","822.23K","-0.94%"
"2022-07-30","1,695.97","1,720.80","1,741.34","1,674.42","891.42K","-1.44%"
"2022-07-29","1,720.77","1,725.97","1,764.74","1,658.26","1.44M","-0.30%"
"2022-07-28","1,726.01","1,635.99","1,781.39","1,597.67","1.87M","5.50%"
"2022-07-27","1,636.01","1,449.65","1,643.70","1,421.17","1.80M","12.77%"
"2022-07-26","1,450.70","1,438.76","1,451.46","1,357.70","1.42M","0.85%"
"2022-07-25","1,438.52","1,598.19","1,608.06","1,438.50","1.65M","-9.99%"
"2022-07-24","1,598.19","1,549.61","1,659.93","1,547.70","1.18M","3.14%"
"2022-07-23","1,549.61","1,534.85","1,596.02","1,490.35","1.03M","0.96%"
"2022-07-22","1,534.85","1,575.68","1,644.99","1,520.36","1.43M","-2.59%"
"2022-07-21","1,575.68","1,520.66","1,600.35","1,465.93","1.55M","3.62%"
"2022-07-20","1,520.64","1,543.45","1,618.43","1,488.73","1.65M","-1.48%"
"2022-07-19","1,543.50","1,584.33","1,620.35","1,494.88","2.18M","-2.60%"
"2022-07-18","1,584.77","1,337.92","1,590.95","1,336.75","2.37M","18.46%"
"2022-07-17","1,337.85","1,356.00","1,385.23","1,323.23","1.41M","-1.34%"
"2022-07-16","1,356.08","1,231.03","1,399.16","1,192.18","1.77M","10.16%"
"2022-07-15","1,231.03","1,192.83","1,284.76","1,182.22","1.74M","3.21%"
"2022-07-14","1,192.75","1,115.80","1,210.17","1,072.58","1.86M","6.89%"
"2022-07-13","1,115.83","1,038.60","1,116.51","1,012.29","2.48M","7.44%"
"2022-07-12","1,038.56","1,096.41","1,097.75","1,035.82","1.49M","-5.28%"
"2022-07-11","1,096.43","1,167.35","1,170.63","1,093.28","1.34M","-6.08%"
"2022-07-10","1,167.35","1,216.94","1,219.26","1,155.25","1.12M","-4.07%"
"2022-07-09","1,216.94","1,216.26","1,232.69","1,205.26","644.47K","0.05%"
"2022-07-08","1,216.33","1,238.10","1,275.69","1,194.15","1.45M","-1.76%"
"2022-07-07","1,238.15","1,186.48","1,252.69","1,163.85","1.18M","4.36%"
"2022-07-06","1,186.45","1,133.87","1,202.09","1,112.02","1.42M","4.63%"
"2022-07-05","1,133.90","1,151.19","1,170.97","1,079.36","1.59M","-1.50%"
"2022-07-04","1,151.19","1,074.07","1,159.76","1,045.97","1.35M","7.18%"
"2022-07-03","1,074.08","1,066.60","1,086.90","1,041.82","755.27K","0.70%"
"2022-07-02","1,066.60","1,059.05","1,077.66","1,029.03","865.06K","0.72%"
"2022-07-01","1,058.94","1,069.13","1,110.25","1,035.79","1.89M","-0.95%"
"2022-06-30","1,069.05","1,099.51","1,105.88","1,000.77","1.71M","-2.77%"
"2022-06-29","1,099.51","1,143.95","1,155.02","1,088.10","1.54M","-3.89%"
"2022-06-28","1,143.97","1,191.02","1,234.96","1,137.57","1.32M","-3.94%"
"2022-06-27","1,190.84","1,198.03","1,237.14","1,176.77","1.07M","-0.60%"
"2022-06-26","1,198.03","1,241.80","1,276.81","1,196.20","1.13M","-3.52%"
"2022-06-25","1,241.76","1,224.96","1,255.55","1,181.11","1.03M","1.37%"
"2022-06-24","1,225.03","1,144.33","1,244.82","1,132.87","1.66M","7.07%"
"2022-06-23","1,144.19","1,049.02","1,152.97","1,046.57","1.57M","9.07%"
"2022-06-22","1,049.02","1,125.96","1,127.06","1,045.37","1.58M","-6.83%"
"2022-06-21","1,125.96","1,128.29","1,192.27","1,110.63","1.60M","-0.21%"
"2022-06-20","1,128.32","1,128.39","1,165.62","1,056.58","2.04M","-0.01%"
"2022-06-19","1,128.39","995.49","1,152.07","938.24","2.42M","13.34%"
"2022-06-18","995.61","1,086.47","1,096.93","883.35","2.77M","-8.36%"
"2022-06-17","1,086.47","1,068.49","1,116.46","1,052.17","1.45M","1.68%"
"2022-06-16","1,068.49","1,237.92","1,254.28","1,052.65","1.76M","-13.69%"
"2022-06-15","1,237.92","1,208.82","1,244.80","1,016.99","3.73M","2.24%"
"2022-06-14","1,210.84","1,206.67","1,261.39","1,078.11","3.27M","0.35%"
"2022-06-13","1,206.67","1,434.43","1,454.07","1,168.68","4.39M","-15.94%"
"2022-06-12","1,435.46","1,531.50","1,542.01","1,430.93","1.82M","-6.27%"
"2022-06-11","1,531.42","1,663.04","1,681.58","1,503.15","1.44M","-7.91%"
"2022-06-10","1,663.02","1,788.15","1,803.54","1,657.30","1.13M","-6.99%"
"2022-06-09","1,788.06","1,792.81","1,832.70","1,778.00","625.76K","-0.28%"
"2022-06-08","1,793.00","1,813.05","1,837.41","1,766.94","1.09M","-1.14%"
"2022-06-07","1,813.72","1,859.99","1,870.99","1,727.77","1.64M","-2.49%"
"2022-06-06","1,859.99","1,806.11","1,919.40","1,804.77","939.37K","2.95%"
"2022-06-05","1,806.71","1,804.60","1,829.25","1,773.65","437.73K","0.13%"
"2022-06-04","1,804.37","1,775.28","1,815.19","1,748.89","442.10K","1.64%"
"2022-06-03","1,775.29","1,834.66","1,843.31","1,740.83","884.53K","-3.24%"
"2022-06-02","1,834.64","1,817.98","1,851.25","1,784.23","975.53K","0.91%"
"2022-06-01","1,818.07","1,941.81","1,971.22","1,770.85","1.29M","-6.37%"
"2022-05-31","1,941.79","1,998.46","2,015.02","1,928.93","933.24K","-2.84%"
"2022-05-30","1,998.46","1,813.56","2,009.95","1,804.33","1.04M","10.20%"
"2022-05-29","1,813.56","1,792.25","1,824.81","1,764.72","554.58K","1.16%"
